Order Date,Product Name,Category,Region,Quantity,Sales,Profit
9/3/2022,Mouse,Accessories,North,2,632,87.45
11/9/2024,Monitor,Accessories,North,7,3675,236.8
9/12/2023,Smartwatch,Electronics,West,6,5592,926.42
2/11/2023,Keyboard,Accessories,East,6,6432,807.94
8/27/2023,Camera,Electronics,East,3,3069,503.3
5/26/2023,Keyboard,Accessories,North,7,2898,490.11
5/30/2024,Tablet,Electronics,North,4,3960,632.76
7/31/2024,Tablet,Electronics,South,3,1476,85.16
11/14/2023,Printer,Office,East,2,1058,298.69
11/27/2023,Monitor,Accessories,South,5,1215,162.02
3/4/2024,Camera,Electronics,North,3,204,20.43
12/24/2024,Tablet,Electronics,West,7,4137,221.66
5/21/2022,Camera,Electronics,West,5,250,16.81
9/14/2022,Tablet,Electronics,West,5,1185,254.34
3/12/2024,Headphones,Accessories,South,2,1504,108.52
6/28/2024,Keyboard,Accessories,West,6,6888,945.07
12/25/2024,Smartphone,Electronics,West,3,3588,958.84
11/18/2022,Laptop,Electronics,South,7,1477,367.22
10/22/2022,Smartwatch,Electronics,East,8,1280,131.56
11/16/2024,Tablet,Electronics,South,7,7161,630.76
3/13/2023,Printer,Office,North,5,1850,346.4
12/27/2023,Mouse,Accessories,East,3,3378,520.31
10/30/2024,Laptop,Electronics,West,7,7672,2046.38
11/3/2024,Tablet,Electronics,South,6,4254,938.66
11/19/2024,Keyboard,Accessories,East,5,2285,279.9
4/29/2024,Keyboard,Accessories,West,7,5775,680.6
10/21/2022,Smartphone,Electronics,North,9,9360,910.35
1/25/2023,Printer,Office,North,8,6936,1156.52
5/17/2022,Camera,Electronics,East,9,5634,464.71
3/29/2024,Smartphone,Electronics,North,4,2644,731.86
11/22/2023,Headphones,Accessories,North,1,247,35.65
9/24/2023,Laptop,Electronics,East,7,1869,357.27
7/17/2024,Smartwatch,Electronics,West,7,1988,430.59
6/17/2023,Laptop,Electronics,West,4,1920,549.11
5/20/2024,Headphones,Accessories,West,3,2577,196.37
6/10/2024,Camera,Electronics,East,3,828,117.95
1/31/2022,Camera,Electronics,South,2,1580,403.76
9/13/2023,Camera,Electronics,East,9,9009,1909.26
10/1/2022,Smartphone,Electronics,East,9,7425,1580.86
12/24/2024,Monitor,Accessories,West,5,2945,672.35
7/19/2023,Mouse,Accessories,West,3,294,22.9
5/17/2024,Mouse,Accessories,South,5,5875,789.23
1/17/2022,Smartwatch,Electronics,West,3,1308,197.6
1/10/2024,Monitor,Accessories,South,4,2360,391.82
4/10/2023,Smartwatch,Electronics,West,6,1008,245.45
10/27/2023,Smartwatch,Electronics,North,6,1344,338.4
1/12/2022,Printer,Office,West,7,5635,1185.97
9/15/2023,Mouse,Accessories,East,4,4088,1200.03
12/4/2024,Camera,Electronics,South,8,2192,441.77
6/6/2022,Keyboard,Accessories,South,8,1952,444.15
1/28/2023,Smartphone,Electronics,East,7,3955,1144.76
6/24/2023,Mouse,Accessories,South,8,5256,1118.16
12/28/2022,Camera,Electronics,North,1,1163,115.09
9/24/2022,Smartwatch,Electronics,North,9,5004,973.65
5/6/2023,Mouse,Accessories,North,8,9128,1342.19
7/13/2023,Laptop,Electronics,East,4,4700,576.34
1/5/2022,Camera,Electronics,West,2,1686,146.39
8/3/2024,Keyboard,Accessories,South,9,4572,279.54
8/21/2023,Smartphone,Electronics,South,5,2510,515.12
6/4/2023,Smartphone,Electronics,West,3,3117,829.09
5/12/2024,Laptop,Electronics,West,1,380,94.35
7/14/2023,Monitor,Accessories,West,9,2889,604.19
11/8/2024,Smartwatch,Electronics,East,9,3654,581.9
9/12/2023,Printer,Office,East,6,5610,298.77
4/27/2024,Smartphone,Electronics,South,1,668,99.4
1/8/2022,Smartphone,Electronics,South,7,3983,360.13
1/24/2024,Keyboard,Accessories,South,1,1112,272.81
6/20/2022,Monitor,Accessories,North,9,4230,221.06
8/1/2024,Tablet,Electronics,East,8,2968,530.3
1/10/2022,Monitor,Accessories,West,5,4690,706.74
5/9/2022,Camera,Electronics,West,6,4296,1240.31
12/19/2023,Camera,Electronics,North,7,7203,523.52
11/20/2022,Smartphone,Electronics,North,4,3640,695.31
11/11/2022,Smartphone,Electronics,East,1,1131,304.62
1/3/2024,Camera,Electronics,West,9,3627,797.53
8/11/2023,Mouse,Accessories,South,8,7968,1249.98
11/23/2022,Headphones,Accessories,South,3,3546,490.28
3/1/2024,Tablet,Electronics,South,5,2270,546.56
7/7/2023,Keyboard,Accessories,West,2,1354,136.91
4/20/2023,Headphones,Accessories,West,7,6811,1423.57
2/9/2022,Smartwatch,Electronics,East,3,1410,232.65
10/17/2022,Keyboard,Accessories,North,2,1170,249.99
8/4/2023,Laptop,Electronics,East,7,4739,740.74
12/1/2023,Mouse,Accessories,South,9,7866,1554.38
7/31/2022,Monitor,Accessories,East,5,3645,388.31
2/24/2023,Headphones,Accessories,East,6,5358,568.34
5/18/2024,Camera,Electronics,North,5,1775,486.37
5/19/2023,Headphones,Accessories,South,9,4905,1351.25
9/29/2022,Mouse,Accessories,East,6,4260,372.33
9/3/2024,Printer,Office,East,2,1632,292.78
3/12/2023,Smartwatch,Electronics,East,6,3324,466.78
7/17/2023,Camera,Electronics,West,5,4590,347.14
4/14/2022,Laptop,Electronics,East,9,8496,2182.42
6/16/2022,Printer,Office,North,6,6444,518.79
3/14/2022,Camera,Electronics,North,1,812,51.13
7/15/2023,Monitor,Accessories,West,6,1764,465.93
5/13/2024,Printer,Office,West,1,1012,172.67
5/3/2023,Keyboard,Accessories,South,2,836,47.07
12/29/2023,Smartwatch,Electronics,East,1,723,115.26
12/5/2022,Headphones,Accessories,North,6,5628,1033.15
9/26/2024,Laptop,Electronics,North,5,1660,283.14
3/28/2023,Headphones,Accessories,West,3,2295,244.83
4/19/2024,Printer,Office,East,2,2190,477.8
10/11/2024,Tablet,Electronics,East,7,3500,919.35
4/23/2022,Headphones,Accessories,West,2,1098,239.92
6/1/2023,Mouse,Accessories,North,5,945,194.03
2/19/2022,Mouse,Accessories,West,6,5622,1382.67
7/13/2023,Camera,Electronics,East,3,2325,309.49
8/3/2022,Keyboard,Accessories,South,1,1157,252.08
1/30/2024,Printer,Office,West,3,531,126.24
7/23/2023,Tablet,Electronics,West,2,1760,278.09
11/12/2023,Smartwatch,Electronics,North,1,371,108.58
10/15/2024,Smartphone,Electronics,East,4,1896,191.7
8/9/2023,Smartwatch,Electronics,South,2,514,106.75
8/18/2022,Monitor,Accessories,West,7,1876,129.25
8/19/2023,Camera,Electronics,East,6,1182,236.12
3/14/2022,Smartphone,Electronics,North,5,4255,961.41
9/15/2022,Monitor,Accessories,North,9,1341,150.7
9/23/2022,Keyboard,Accessories,North,1,644,49.25
5/17/2024,Monitor,Accessories,South,3,1827,94.4
10/27/2024,Camera,Electronics,North,1,930,136.16
2/15/2022,Camera,Electronics,South,4,528,152.8
2/23/2022,Monitor,Accessories,South,6,4236,739.22
1/14/2023,Headphones,Accessories,North,4,1664,190.82
1/12/2023,Smartwatch,Electronics,North,3,2727,554.46
2/8/2022,Smartwatch,Electronics,North,2,522,52.73
12/6/2024,Mouse,Accessories,West,7,8288,1945.03
3/12/2024,Laptop,Electronics,West,9,1062,73.58
10/1/2023,Smartphone,Electronics,East,3,1140,226.52
4/12/2024,Keyboard,Accessories,East,8,3488,712.24
12/22/2023,Tablet,Electronics,North,8,5920,1436.7
3/6/2024,Monitor,Accessories,North,9,3096,362.89
5/2/2024,Monitor,Accessories,South,5,3490,205.04
4/2/2022,Smartwatch,Electronics,South,6,4374,702.62
2/11/2024,Smartphone,Electronics,South,6,3366,541.86
4/2/2024,Printer,Office,East,6,822,231.62
11/27/2024,Monitor,Accessories,North,2,340,39.12
8/30/2022,Mouse,Accessories,East,1,763,217.94
7/15/2022,Headphones,Accessories,West,4,3408,856.98
2/21/2022,Tablet,Electronics,West,7,2282,537.71
9/14/2023,Camera,Electronics,South,7,4151,1047.43
4/8/2024,Laptop,Electronics,North,7,6279,1689.55
10/24/2023,Monitor,Accessories,North,3,474,83.32
4/16/2023,Monitor,Accessories,West,5,680,176.44
10/15/2023,Headphones,Accessories,West,9,8496,1721.6
8/20/2023,Keyboard,Accessories,South,7,7826,714.68
10/24/2023,Mouse,Accessories,South,6,4014,717.44
7/26/2024,Laptop,Electronics,East,1,687,62.82
10/31/2024,Smartwatch,Electronics,South,3,2943,234.27
4/28/2022,Printer,Office,East,7,5649,660.37
8/15/2024,Tablet,Electronics,North,8,3296,623.67
9/28/2024,Headphones,Accessories,North,3,1137,173.92
7/18/2024,Smartphone,Electronics,North,2,380,101.7
10/22/2022,Laptop,Electronics,West,5,4405,1247.86
11/1/2022,Tablet,Electronics,East,1,120,9.43
6/13/2023,Printer,Office,East,1,1176,182.07
2/20/2023,Camera,Electronics,South,3,1770,366.58
5/20/2023,Camera,Electronics,South,6,4302,965.02
12/19/2023,Camera,Electronics,North,3,2988,362.68
6/17/2024,Headphones,Accessories,East,3,3033,458.41
7/14/2023,Mouse,Accessories,South,9,6363,1752.65
7/4/2022,Tablet,Electronics,West,6,3402,501.29
3/23/2022,Keyboard,Accessories,South,4,3496,1032.81
11/19/2022,Monitor,Accessories,East,4,1080,204.95
2/28/2022,Headphones,Accessories,East,6,1530,218.99
9/11/2023,Keyboard,Accessories,West,4,3568,764.2
11/13/2022,Smartphone,Electronics,West,1,954,48.97
3/17/2024,Camera,Electronics,West,4,1196,223.66
2/13/2022,Smartwatch,Electronics,North,4,2136,217.47
7/13/2024,Printer,Office,South,9,8496,2316.03
5/7/2024,Laptop,Electronics,West,7,7280,1450.82
9/24/2022,Smartwatch,Electronics,South,5,4935,625.39
8/12/2024,Tablet,Electronics,South,8,9056,872.48
1/6/2023,Smartwatch,Electronics,South,1,563,46.96
3/3/2022,Printer,Office,South,2,1570,247.7
3/2/2022,Camera,Electronics,North,3,2181,517.02
9/25/2024,Mouse,Accessories,North,4,3808,442.33
12/6/2022,Keyboard,Accessories,West,7,6552,635.09
6/18/2023,Laptop,Electronics,South,8,6544,1086.29
11/21/2023,Mouse,Accessories,West,3,2631,157.19
3/31/2023,Monitor,Accessories,West,9,945,94.75
6/11/2024,Monitor,Accessories,West,2,760,192.42
4/25/2023,Monitor,Accessories,North,4,1392,394.48
12/17/2022,Smartwatch,Electronics,East,3,1242,206.74
7/5/2024,Laptop,Electronics,East,3,3183,868.73
4/7/2023,Monitor,Accessories,West,5,4260,229.77
7/26/2022,Smartphone,Electronics,West,1,1041,132.46
5/18/2022,Smartwatch,Electronics,East,3,1692,348.81
3/15/2022,Camera,Electronics,North,4,1728,403.06
10/13/2023,Camera,Electronics,South,4,4484,893.27
6/19/2024,Smartphone,Electronics,East,7,4123,750.05
11/3/2024,Mouse,Accessories,East,2,2372,392.07
4/16/2023,Smartphone,Electronics,East,7,5201,745.2
9/27/2024,Mouse,Accessories,South,5,3100,695.28
7/12/2022,Smartwatch,Electronics,East,6,5292,1105.95
3/6/2023,Tablet,Electronics,South,6,5952,971.53
1/10/2023,Smartphone,Electronics,East,4,1932,472.91
10/5/2023,Tablet,Electronics,West,6,3486,1011.74
5/25/2024,Tablet,Electronics,West,2,1708,441.43
9/12/2024,Monitor,Accessories,South,4,4324,288.12
7/30/2024,Laptop,Electronics,South,4,2708,302.14
3/29/2022,Printer,Office,West,8,7944,1142.83
4/10/2023,Camera,Electronics,East,3,684,39.33
1/1/2023,Printer,Office,West,9,5904,1440.45
3/20/2024,Printer,Office,South,5,4970,1080.12
2/2/2024,Headphones,Accessories,West,2,2288,234.97
7/18/2023,Smartphone,Electronics,East,6,4662,350.79
2/25/2022,Mouse,Accessories,East,4,2532,404.96
12/19/2024,Tablet,Electronics,South,8,9328,1008.6
2/5/2022,Printer,Office,North,1,686,86.18
2/29/2024,Smartwatch,Electronics,South,6,1290,343.35
8/26/2022,Printer,Office,West,5,1205,235.19
9/17/2024,Headphones,Accessories,South,7,7966,1313.56
8/14/2022,Camera,Electronics,North,7,1085,130.72
8/29/2024,Monitor,Accessories,West,9,6633,1239.11
11/21/2024,Laptop,Electronics,North,7,5096,971.5
7/20/2022,Tablet,Electronics,East,4,4120,710.07
8/15/2022,Monitor,Accessories,West,3,1479,207.58
4/9/2024,Smartphone,Electronics,West,7,1652,397.49
7/7/2022,Laptop,Electronics,South,1,1028,240.61
5/1/2023,Monitor,Accessories,East,4,4580,655.14
1/28/2024,Monitor,Accessories,South,8,2152,196.53
7/4/2022,Monitor,Accessories,South,6,4566,866.13
4/6/2024,Headphones,Accessories,East,3,2244,301.53
2/1/2024,Mouse,Accessories,West,4,1344,140.52
10/1/2023,Printer,Office,South,6,2622,131.53
12/3/2022,Smartphone,Electronics,South,1,325,46.84
12/17/2024,Keyboard,Accessories,West,1,960,95.88
11/30/2023,Smartphone,Electronics,North,7,2639,268.88
6/5/2024,Printer,Office,South,5,1025,246.15
1/13/2022,Monitor,Accessories,West,2,1924,434.86
8/29/2023,Smartphone,Electronics,North,2,1660,362.88
5/23/2022,Printer,Office,North,1,985,105.09
7/14/2024,Keyboard,Accessories,North,5,2600,537.11
10/21/2024,Camera,Electronics,West,4,2792,725.35
8/31/2024,Headphones,Accessories,North,2,378,87.37
4/17/2022,Camera,Electronics,West,8,968,271.61
5/12/2024,Smartwatch,Electronics,North,3,564,108.35
1/25/2023,Laptop,Electronics,South,5,2365,667.61
4/1/2024,Smartphone,Electronics,West,6,3252,834.84
5/5/2024,Camera,Electronics,North,1,276,42.68
5/20/2024,Mouse,Accessories,West,3,3408,205.76
10/20/2022,Laptop,Electronics,East,6,1398,180.88
2/27/2022,Keyboard,Accessories,North,4,904,108.85
12/1/2023,Keyboard,Accessories,South,1,1178,161.06
7/29/2022,Headphones,Accessories,West,3,2535,292.19
4/17/2023,Tablet,Electronics,West,1,496,146.92
6/30/2024,Smartphone,Electronics,West,4,3888,284.17
3/12/2024,Tablet,Electronics,East,7,4921,798.16
7/4/2024,Smartwatch,Electronics,West,8,4472,290.79
4/9/2023,Tablet,Electronics,North,3,603,153.37
3/10/2023,Headphones,Accessories,West,9,1899,501.4
1/3/2023,Printer,Office,North,4,544,67.84
5/29/2022,Monitor,Accessories,North,9,6471,1844.59
3/22/2023,Keyboard,Accessories,North,1,677,54.14
9/7/2022,Laptop,Electronics,South,4,1372,302.58
6/8/2024,Keyboard,Accessories,North,9,7542,1477.49
4/16/2023,Monitor,Accessories,West,1,924,125.65
7/11/2022,Smartphone,Electronics,East,5,3940,755.11
10/5/2024,Tablet,Electronics,West,2,374,49.26
3/19/2023,Printer,Office,North,5,1800,252.69
12/26/2022,Monitor,Accessories,West,5,3170,868.34
8/17/2024,Headphones,Accessories,North,7,5362,1029.47
11/5/2023,Monitor,Accessories,East,9,5976,1747.57
7/6/2023,Keyboard,Accessories,North,9,8514,1400.4
11/25/2023,Laptop,Electronics,South,1,810,157.47
1/8/2022,Mouse,Accessories,South,1,71,12.02
6/15/2022,Laptop,Electronics,North,1,651,57.94
3/13/2022,Monitor,Accessories,North,3,1245,119.11
11/6/2023,Monitor,Accessories,West,1,464,58.38
2/11/2023,Monitor,Accessories,North,5,5155,356.43
12/11/2023,Smartphone,Electronics,East,5,5175,786.27
1/13/2022,Smartphone,Electronics,East,2,1668,470.42
9/30/2024,Printer,Office,East,3,1872,532.81
1/16/2023,Laptop,Electronics,North,3,513,132.56
4/5/2024,Printer,Office,West,2,2276,366.5
1/2/2024,Mouse,Accessories,West,4,3428,305.79
3/2/2024,Keyboard,Accessories,East,2,1640,176.87
5/25/2024,Camera,Electronics,East,7,7077,1921.73
10/20/2023,Printer,Office,South,9,9225,1391.15
6/20/2022,Mouse,Accessories,South,5,3910,584.77
5/9/2023,Printer,Office,West,5,1995,369.22
8/31/2023,Keyboard,Accessories,North,7,385,43.43
3/23/2023,Mouse,Accessories,East,4,4316,566.7
4/28/2024,Smartwatch,Electronics,North,1,1169,340.69
3/30/2023,Headphones,Accessories,East,5,2325,506.32
2/18/2024,Monitor,Accessories,North,1,199,48.92
8/13/2022,Smartwatch,Electronics,South,3,375,80.58
5/5/2022,Laptop,Electronics,East,9,8010,763.32
1/3/2023,Mouse,Accessories,East,4,316,77.13
11/14/2024,Camera,Electronics,South,9,5895,442.49
4/9/2022,Headphones,Accessories,East,4,388,35.21
6/12/2024,Mouse,Accessories,West,5,3670,462.97
10/15/2024,Smartphone,Electronics,East,9,7731,2178.05
10/18/2023,Laptop,Electronics,South,3,1596,91.23
4/6/2024,Camera,Electronics,East,4,4192,216.16
7/29/2023,Tablet,Electronics,West,7,5264,756.33
6/4/2023,Laptop,Electronics,North,1,425,48.81
3/17/2022,Smartwatch,Electronics,North,4,3380,211.72
3/7/2024,Printer,Office,East,7,8379,2009.05
3/5/2022,Keyboard,Accessories,North,4,2040,393.72
4/17/2024,Printer,Office,East,4,1336,116.65
8/22/2024,Keyboard,Accessories,South,2,1934,157.41
4/9/2024,Keyboard,Accessories,South,3,1560,391.11
7/20/2024,Keyboard,Accessories,North,6,4446,1217.86
3/17/2023,Printer,Office,West,3,1893,508.8
7/4/2024,Camera,Electronics,East,4,4492,670.42
8/12/2023,Mouse,Accessories,South,6,6228,1852.45
4/23/2023,Camera,Electronics,East,7,4403,1295.89
10/15/2022,Headphones,Accessories,South,9,4176,510.97
5/24/2022,Keyboard,Accessories,West,2,486,64.43
5/9/2022,Printer,Office,East,5,4880,1084.69
11/2/2022,Printer,Office,West,5,265,53.21
9/10/2023,Laptop,Electronics,East,1,1041,128.58
3/28/2024,Smartphone,Electronics,East,8,9448,616.5
7/1/2022,Headphones,Accessories,South,3,1617,440.46
2/17/2024,Laptop,Electronics,West,2,1486,233.7
7/8/2023,Smartwatch,Electronics,East,8,7152,1539.72
12/29/2022,Mouse,Accessories,East,6,1404,368.36
8/11/2023,Camera,Electronics,South,2,122,16.23
8/1/2023,Camera,Electronics,North,9,7533,1285.72
7/23/2023,Headphones,Accessories,South,4,3888,810.08
7/5/2024,Smartphone,Electronics,South,5,870,48.87
11/28/2022,Mouse,Accessories,South,2,1446,403.89
11/11/2024,Tablet,Electronics,South,6,510,151.91
7/29/2024,Keyboard,Accessories,West,8,6224,790.27
4/25/2023,Keyboard,Accessories,North,2,686,85.03
12/11/2023,Mouse,Accessories,West,4,2840,591.94
11/12/2023,Laptop,Electronics,South,7,2562,347.62
5/4/2024,Smartphone,Electronics,West,5,790,216.12
7/9/2022,Laptop,Electronics,East,5,4170,786.42
11/22/2022,Tablet,Electronics,East,4,1360,373.59
3/13/2022,Camera,Electronics,East,6,5316,782.42
7/20/2023,Laptop,Electronics,West,4,3956,293.38
5/9/2022,Monitor,Accessories,North,3,726,94.38
8/4/2024,Smartphone,Electronics,North,4,228,29.37
7/31/2022,Headphones,Accessories,North,3,2274,442.57
9/13/2024,Keyboard,Accessories,North,9,2628,459.87
5/26/2024,Camera,Electronics,South,6,606,104.85
11/15/2024,Headphones,Accessories,East,8,7256,558.79
3/11/2023,Camera,Electronics,West,4,1956,125.69
6/20/2024,Printer,Office,South,6,3954,690.1
1/11/2023,Keyboard,Accessories,East,6,2262,442.86
2/15/2022,Printer,Office,North,4,2804,391.59
4/26/2022,Tablet,Electronics,South,9,5850,1511.06
6/7/2023,Keyboard,Accessories,West,1,56,9.16
1/17/2024,Monitor,Accessories,East,9,4302,344.64
5/14/2024,Camera,Electronics,West,9,10143,1690.66
5/15/2023,Headphones,Accessories,North,1,1012,164.89
5/22/2023,Tablet,Electronics,East,9,8964,448.62
8/5/2022,Mouse,Accessories,South,6,1758,262.36
10/12/2023,Printer,Office,North,6,6348,557.72
11/4/2023,Printer,Office,North,2,1582,422.46
5/17/2023,Mouse,Accessories,South,2,1924,394.4
4/2/2023,Keyboard,Accessories,North,1,120,23.86
1/26/2024,Headphones,Accessories,East,8,7752,1943.84
7/13/2023,Camera,Electronics,East,2,1114,300.44
11/28/2024,Keyboard,Accessories,North,5,1765,229.06
8/10/2022,Keyboard,Accessories,West,6,6834,1418.21
9/14/2022,Smartphone,Electronics,East,5,1520,433.53
8/5/2023,Smartwatch,Electronics,West,7,8141,767.6
8/30/2023,Tablet,Electronics,South,8,5176,866.36
5/11/2024,Mouse,Accessories,East,9,738,64.42
1/17/2024,Printer,Office,South,9,4086,217.48
9/16/2022,Mouse,Accessories,East,2,442,28.13
1/13/2023,Smartphone,Electronics,East,6,2478,153.86
1/22/2022,Keyboard,Accessories,South,2,1860,327.15
5/24/2022,Monitor,Accessories,East,9,4968,991.82
3/5/2023,Printer,Office,South,3,1446,278.94
4/25/2023,Mouse,Accessories,East,7,1722,414.87
7/13/2024,Smartwatch,Electronics,East,7,6573,460.28
9/1/2024,Headphones,Accessories,East,3,2481,249.52
12/26/2024,Monitor,Accessories,West,6,3828,1102.86
8/20/2023,Tablet,Electronics,East,7,1197,103.34
1/9/2022,Tablet,Electronics,West,7,7623,1459.84
8/14/2022,Mouse,Accessories,North,9,3384,252.11
1/1/2022,Monitor,Accessories,South,8,1296,273.97
7/25/2024,Tablet,Electronics,West,8,2840,262.62
8/22/2024,Camera,Electronics,East,7,1540,342.93
6/28/2022,Camera,Electronics,West,2,1414,308.39
4/26/2023,Camera,Electronics,West,8,8328,466.38
8/29/2023,Camera,Electronics,North,2,744,217.21
1/2/2023,Mouse,Accessories,South,9,1773,168.01
8/11/2023,Smartphone,Electronics,East,7,6034,1018.37
6/22/2023,Smartphone,Electronics,South,9,756,99.21
7/27/2024,Monitor,Accessories,East,8,2256,468.52
11/30/2023,Monitor,Accessories,North,7,875,203.63
11/26/2024,Headphones,Accessories,South,4,1208,115.13
8/15/2023,Headphones,Accessories,South,2,352,54.19
2/23/2023,Printer,Office,West,6,4266,357.51
3/26/2022,Tablet,Electronics,North,7,1841,496.89
7/27/2024,Camera,Electronics,East,1,712,89.5
3/23/2024,Printer,Office,West,2,724,72.19
12/9/2024,Smartphone,Electronics,West,8,5832,662.72
6/17/2023,Keyboard,Accessories,South,6,4188,989.14
9/21/2023,Tablet,Electronics,West,1,392,50.7
5/14/2022,Laptop,Electronics,East,9,963,49.71
4/13/2024,Camera,Electronics,West,6,5706,319.46
6/11/2024,Headphones,Accessories,West,7,1365,312.04
5/23/2023,Headphones,Accessories,South,1,202,11.24
12/24/2023,Smartphone,Electronics,North,9,2430,613.67
4/26/2023,Monitor,Accessories,South,3,2670,515.39
1/21/2022,Tablet,Electronics,South,7,2758,520.66
10/14/2022,Monitor,Accessories,South,9,873,82.35
8/23/2023,Smartwatch,Electronics,West,9,7245,1410.92
9/13/2023,Camera,Electronics,North,4,960,255.24
12/28/2024,Smartwatch,Electronics,East,4,1284,171.02
6/9/2023,Mouse,Accessories,West,4,512,110.47
7/10/2022,Smartwatch,Electronics,South,9,9729,2039.41
1/11/2023,Camera,Electronics,North,5,1580,166.16
7/26/2023,Mouse,Accessories,East,8,976,234.24
1/5/2024,Printer,Office,North,8,1824,495.35
5/8/2023,Smartphone,Electronics,South,4,3188,202.81
11/29/2023,Camera,Electronics,East,7,5467,556.02
9/5/2024,Smartphone,Electronics,South,6,5406,1277.46
8/8/2024,Headphones,Accessories,East,8,2984,742.31
4/12/2023,Printer,Office,North,1,919,193.35
8/18/2023,Camera,Electronics,South,6,1686,426.72
6/2/2023,Laptop,Electronics,West,7,4165,493.24
11/17/2023,Smartphone,Electronics,West,7,1281,282.63
6/17/2024,Smartwatch,Electronics,East,3,2829,362.16
4/6/2024,Monitor,Accessories,West,3,2211,292.31
12/18/2024,Headphones,Accessories,East,4,4740,607.81
12/9/2023,Camera,Electronics,East,1,718,169.09
10/10/2022,Headphones,Accessories,North,6,1716,108.81
4/22/2024,Monitor,Accessories,South,7,1547,152.59
6/14/2022,Mouse,Accessories,North,1,739,111.18
9/3/2023,Laptop,Electronics,West,3,819,231.88
12/19/2023,Laptop,Electronics,South,8,5696,1156.3
1/22/2023,Monitor,Accessories,South,2,1706,184.71
1/23/2024,Camera,Electronics,North,2,2066,608.23
6/7/2024,Laptop,Electronics,North,2,256,35.66
2/4/2024,Smartphone,Electronics,North,2,1102,182.54
8/31/2024,Monitor,Accessories,North,8,2872,483.94
11/11/2024,Tablet,Electronics,East,4,2584,394.52
7/27/2024,Mouse,Accessories,North,2,1366,298.32
5/11/2024,Smartwatch,Electronics,South,7,1253,354.23
3/24/2023,Laptop,Electronics,West,7,2618,300.81
9/22/2022,Headphones,Accessories,East,9,6822,1811.37
11/5/2023,Keyboard,Accessories,East,6,5286,636.16
6/13/2024,Monitor,Accessories,North,1,579,133.57
2/28/2022,Laptop,Electronics,West,8,1392,190.99
11/14/2022,Laptop,Electronics,West,9,2493,696.69
9/17/2023,Smartphone,Electronics,North,7,6461,766.45
8/17/2022,Tablet,Electronics,East,2,1486,201.07
5/14/2023,Printer,Office,South,1,1152,280.28
3/12/2022,Smartwatch,Electronics,West,2,1750,103.99
7/12/2022,Smartphone,Electronics,West,7,4417,495.37
7/5/2024,Laptop,Electronics,South,4,3724,276.85
6/16/2023,Camera,Electronics,West,3,2220,121.14
6/20/2023,Monitor,Accessories,West,8,9104,2620.58
8/8/2024,Printer,Office,West,3,3093,584.23
3/1/2023,Headphones,Accessories,South,6,3048,842.24
5/2/2022,Smartphone,Electronics,North,1,161,36.58
7/23/2023,Monitor,Accessories,West,7,7238,1889.69
3/30/2024,Smartphone,Electronics,North,3,3561,347.31
8/7/2022,Monitor,Accessories,North,5,1850,534.39
3/6/2022,Mouse,Accessories,West,6,3522,626.72
11/24/2023,Smartwatch,Electronics,East,1,584,172.4
8/31/2023,Smartphone,Electronics,East,4,2556,412.44
10/14/2023,Smartphone,Electronics,South,2,348,56.31
5/16/2023,Monitor,Accessories,South,9,1602,142.49
6/19/2023,Monitor,Accessories,South,3,2853,437.59
7/21/2023,Printer,Office,West,1,1024,230.3
3/20/2022,Camera,Electronics,East,5,4485,1324.49
8/6/2023,Printer,Office,East,2,436,79.69
10/21/2024,Smartwatch,Electronics,North,2,2232,150.12
8/14/2022,Keyboard,Accessories,South,6,7056,1445.01
3/15/2022,Keyboard,Accessories,East,5,875,96.65
2/1/2022,Smartwatch,Electronics,East,3,315,61.94
4/24/2022,Laptop,Electronics,East,2,358,51.75
3/23/2023,Camera,Electronics,South,7,3451,194.42
2/10/2022,Laptop,Electronics,North,9,1350,189.13
10/19/2023,Tablet,Electronics,West,8,3320,413.32
9/10/2024,Mouse,Accessories,North,9,8442,940.33
6/17/2022,Keyboard,Accessories,South,1,166,31.97
8/9/2023,Mouse,Accessories,North,5,3720,448.6
7/11/2023,Laptop,Electronics,South,2,1090,136.65
1/5/2024,Laptop,Electronics,West,9,9783,2347.49
9/22/2022,Smartphone,Electronics,North,4,2432,657.18
6/22/2023,Mouse,Accessories,North,7,4060,291.42
3/26/2023,Smartwatch,Electronics,North,1,387,99.59
8/11/2023,Smartwatch,Electronics,North,3,966,120.56
5/17/2024,Tablet,Electronics,North,3,3366,882.29
6/30/2024,Monitor,Accessories,West,7,7833,1843.94
4/9/2023,Monitor,Accessories,West,1,610,33.55
5/28/2022,Smartwatch,Electronics,West,8,4288,597.09
7/18/2022,Printer,Office,North,9,7740,605.35
8/20/2024,Smartwatch,Electronics,West,9,3150,457.13
12/31/2023,Keyboard,Accessories,West,2,894,224.75
10/9/2022,Laptop,Electronics,North,8,7544,1219.73
3/1/2024,Keyboard,Accessories,North,8,6360,1871.88
3/19/2022,Smartphone,Electronics,West,4,2428,485.75
10/5/2022,Headphones,Accessories,South,2,574,38.52
4/25/2023,Keyboard,Accessories,West,6,6744,660.47
9/11/2023,Headphones,Accessories,North,6,798,213.4
1/13/2023,Printer,Office,North,5,2860,339
4/3/2022,Printer,Office,South,5,5410,1129.77
2/26/2023,Laptop,Electronics,West,5,4445,580.15
11/3/2024,Smartwatch,Electronics,South,8,7536,1197.09
